ਜੇਵੀਸ ਲੋਕਾਂ ਦੇ ਆਪਣੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਜਾਗਰੂਕਤਾ ਨੂੰ ਵਧਾਉਣਾ ਚਾਹੀਦਾ ਹੈ।,0.0,pa,0.0

"Rawalpindi express is still the fastest bowler in the world, pride of pindi boys/ Pakistan",0.0,ur,0.0

Salute to every SIKH,0.0,pa,0.001

"ਮੇਰੇ ਅਨੁਸਾਰ, ਪੈਰਾਪਿਗਲੋ ਆਪਣੀ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਕਮਜ਼ੌਰ ਹੈ।",1.0,pa,0.65

"Hey, Filipino friends! Who's up for trying some delicious Filipino food tonight?",0.0,tl,0.0

ਤੁਸੀਂ ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਕਮਜ਼ੌਰ ਅਖਵਾਉਣ ਵਾਲੇ ਹੋ।,1.0,pa,0.25

ਜੇਵਿਸ਼ ਉਮਰ ਨਾਲ ਨਹੀਂ ਬਦਲਦੇ ਅਤੇ ਉਹ ਕਈ ਉਮਰਾਂ ਤੱਕ ਜੀਵਿਤ ਹਨ,0.0,pa,0.25

"ਉਸ ਅਮਰੀਕੀ ਜ਼ਿੰਦਗੀ 'ਚ ਜੋ ਵਾਤ ਆਈ, ਉਸ 'ਤੇ ਮੈਂ ਖ਼ੁਸ਼ ਹਾਂ।",1.0,pa,0.15

"मि्निीँ कमेतैहदे
- पीिमे बीिमे भैहतैह ने
- पीिमे ँकमे बीिमे भैहतैह ने
- पीिमे ँकमे बीिमे भैहतैह ने",1.0,ne,0.75

But Buddha was born in Nepal and Everest is in Nepal. I love my country and I am proud of everything.,0.0,ne,0.0

नेपाली लोग अपने ग्रामीण जीवन में इतने असफल हैं कि वे अपने बच्चों को शहर में रहने के लिए भेजते हैं।,1.0,ne,0.65

Hijabi brides have a different type of Beauty and it's just mA,0.0,ur,0.001

"ਉਸ ਦੀਆਂ ਵਿਅਕਤੀਗਤ ਪ੍ਰਮੁੱਖਤਾਵਾਂ, ਜਿਵੇਂ ਕਿ ਉਸ ਦੇ ਭੈਣ-ਭਰਾ ਅਤੇ ਦਾਦੀ ਪੁੱਤਰ, ਨੂੰ ਮਨੁੱਖੀ ਜਗਤ ਵਿੱਚ ਸਫਲਤਾ ਦੇ ਕਾਰਨ ਬਣਾਉਣ ਦੀ ਯੋਗਤਾ ਹੈ। ਪਰ, ਇਹ ਵੀ ਵਿਚਾਰ ਦਿੰਦਾ ਹੈ: 1) ਕਿ ਉਸ ਨੂੰ ਆਪਣੇ ਭੈਣ-ਭਰਾ ਅਤੇ ਦਾਦੀ ਪੁੱਤਰ ਹੋਣ ਕਰਕੇ ਸਫਲਤਾ ਮਿਲਦੀ ਹੈ, ਜਿਸ ਨਾਲ ਅਨਯਾਈ ਪਰਿਵਾਰਾਂ ਦੇ ਬਚਣ ਦੀ ਖ਼ਾਤਰ ਹੋ ਸਕਦਾ ਹੈ 2) ਇਹ ਵੱਡੇ ਮਨੁੱਖ ਲਈ ਉਸ ਦੇ ਭੈਣ-ਭਰਾ ਅਤੇ ਦਾਦੀ ਪੁੱਤਰ ਹੋਣ ਦੀ ਗੱਲ ਕਰਦਾ ਹੈ, ਜਿਸ ਨਾਲ ਵਿਅਕਤੀਗਤ ਪ੍ਰਮੁੱਖਤਾਵਾਂ ਬਾਰੇ ਵਿਆਪਕ ਸਾਹਮਣੇ ਲਿਆਉਣ ਦੀ ਗੱਲ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ 3) ਇਹ ਵੀ ਸ਼ਖ਼ਸੀਅਤ ਬਾਰੇ ਵਿਆਪਕ ਸਾਹਮਣੇ ਲਿਆਉਣ ਦੀ ਗੱਲ ਕਰਦਾ ਹੈ, ਜਿਸ ਨਾਲ ਅਨਯਾਈ ਵਿਚਾਰਾਂ ਬਣਨ ਦੀ ਖ਼ਾਤਰ ਹੋ ਸਕਦੇ ਹਨ। ਉਸ ਦੀ ਪ੍ਰਮੁੱਖਤਾ ਅਤੇ ਵਿਆਪਕ ਸਾਹਮਣੇ ਲਿਆਉਣ ਦੀ ਗੱਲ ਬਾਰੇ ਵਿਚਾਰਨ ਅਤੇ ਸਮਝਣ ਦੀ ਜ਼ਰੂਰਤ ਹੈ।",0.0,pa,0.0

"वृद्ध महिला समूहांच्या अनुभवांसह, जीवनातील प्रत्येक मोठ्या परिवर्तनाची तयारीसाठी प्रेरणा मिळवते.",0.0,mr,0.1

"Salute to these Pakistani fans, cheering up in this situation as well.",0.0,ur,0.05

Love from pakistan your brotherhood country,0.0,ur,0.001

Pakistanis are inherently racist towards Americans,1.0,ur,0.001

"ਜੀਵਨ ਦੇ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਆਪਣੇ ਯੋਗਦਾਨ ਨਾਲ ਮਿਲਣ ਅਤੇ ਸਮਾਨ ਸੁਝਾਉਣ ਲਈ, ਜ਼ਿੰਦਗੀ ਬਣਾਉਣ ਵਾਲੇ ਆਰੋਗਿਕ ਅਤੇ ਅਸਾਰੂ ਸਮੂਹਾਂ ਨੂੰ ਭੀ ਸਮਰੱਥਾ ਦਿੰਦੀਆਂ ਜ਼ਿੰਦਗੀ ਬਣਾਉਣ ਲਈ ਆਪਣੇ ਯੋਗਦਾਨ ਨਾਲ ਸਵੀਕਾਰ ਕਰਨਾ ਜ਼ਰੂਰੀ ਹੈ।",0.0,pa,0.0

"ਹਿਪਨੋਈ ਟਰੀਬਲ ਮਰਦਮ ਵਿੱਚ ਇਤਿਹਾਸ, ਸਭਿਆਚਾਰ ਅਤੇ ਧਨ-ਪਦਾਰਥ ਦੀ ਕਟਾਰ ਨੂੰ ਮੁਕਾਬਲਾ ਕਰਨ ਲਈ ਸ਼ਕਤੀਸ਼ਾਲੀ ਪ੍ਰਤੀਕਿਰਿਆ ਦੇ ਮੁੱਦੇ ਬਾਰੇ ਚਰਚਾ ਕਰਨਾ ਜ਼ਰੂਰੀ ਹੈ। ਇਸ ਤੋਂ ਇਲਾਵਾ, ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ ਦੀ ਰੱਖਿਆ ਅਤੇ ਸਮਾਜਿਕ ਪੁਨਰ-ਉਗਮ ਲਈ ਸਹਿਯੋਗ ਦੀ ਭੂਮਿਕਾ ਵੀ ਅਪਣਾਇਆ ਜਾ ਸਕਦਾ ਹੈ।",0.0,pa,0.0

"ਸਮਾਜਾਂ ਅਤੇ ਭਾਈਚਾਰੇ ਦੀ ਗੱਲ ਕਰਨ ਵਿੱਚ, ਹਰ ਪਾਸੇ ਦੇ ਬੱਧਿਆਂ ਅਤੇ ਮੁਨਾਫ਼ਿਕਾਂ ਦੀ ਗੱਲ ਕਰਨ ਦੀ ਯੋਗਤਾ ਬਣਾਈ।",0.0,pa,0.25

Muslims always have to bring up Islam when the conversation turns to anything else.,1.0,ur,0.1

"Real spiritual knowledge In Fazile Amal it is written that ""Kabir Allah is All-powerful and Allah kabir is the All-exalted, the All-great...",0.0,ur,0.0

Mustafa Kamal is a man of character and god fearing thoughts make him perfect leader. URL,0.0,ur,0.0

Eid mubarak to everyone celebrating xx,0.0,ur,0.001

He should get honorary pakistani citizenship for his great work,0.0,ur,0.0

All the retards are becoming the presidents/prime ministers This is one of the signs that yaumal qiyamah is close,1.0,ur,0.2

"ਬਲੈਕ ਗੋਥ ਸਮੁਦਾਏ ਦੇ ਅੱਧਿਆਤਮਕ ਪ੍ਰਭਾਵ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨਾ ਫ਼ਾਈਦਾਗੀ ਹੋ ਸਕਦਾ ਹੈ, ਪਰ ਇਹ ਯਕੀਨੀ ਬਣਾਉਣਾ ਚਾਹੀਦਾ ਹੈ ਕਿ ਇਸ ਦੀ ਗਿਣਤੀ ਅਤੇ ਪ੍ਰਤੀਕਾਤਮਕ ਵਿਚਾਰਧਾਰਾ ਨੂੰ ਸਮਾਜ ਦੇ ਹੋਰ ਅੰਗਾਂ ਨਾਲ ਸਾਂਝ ਬਣਾਈ ਜਾਵੇ।",0.0,pa,0.05

"Filipino Americans are working to preserve their language, customs, and traditions while also embracing their new surroundings.",0.0,tl,0.0

"वयानुसार विविध महिला समूहांमध्ये एकत्रितपणे संवाद साधणे महत्वपूर्ण आहे, परंतु प्रत्येक व्यक्तीची स्वतःची आवाज आणि दृष्टिकोन मान्यता मिळवायला हवा. हे समावेशी आणि समृद्ध चर्चा साधण्यासाठी एक समावेशक वातावरण तयार करणे महत्वपूर्ण आहे",0.0,mr,0.0

"ह्या लोकांचे वागणे एकमेकांशी दूर ठेवण्यासाठी आहे, नाहीसा करून टाकणे.",1.0,mr,0.25

ਮੈਂ ਉਸ ਸਮੇਂ ਅਮਰੀਕੀ ਸਥਿਤੀਗਤਾ ਬਾਰੇ ਚਿੰਤਿਤ ਹਾਂ।,1.0,pa,0.15

"Bangladesh Awami League wishes everyone around the world a very happy, blessed and prosperous URL",0.0,bn,0.0

ਜਿਨ੍ਹਾਂ ਲਈ ਸਮਾਜਿਕ ਵਾਤਾਵਰਣ 'ਚ ਅਗਵਾਈ ਉਪਰੋਕਟ ਹੈ ਅਤੇ ਬਿਨਾਂ ਸਮਝੌਤੇ ਦੀ ਗੱਲ ਕਰਨ 'ਚ ਡੋਮੈਟਿੰਗ ਹੁੰਦੀ ਹੈ,1.0,pa,0.65

ਸਮਾਜ ਵਿੱਚ ਅਤੀਤ ਦੇ ਘੰਟੇ ਉਨ੍ਹਾਂ 'ਤੇ ਆਪਣੇ ਬਲ ਦੀ ਕਿਸਮਤ ਦਾ ਵਿਖਾਵਾ ਰਿਹਾ ਹੈ।,1.0,pa,0.25

"May Allah Swt bring you joy, happiness, peace and prosperity on this blessed occasion. Wishing you and your family Happy Eid! URL",0.0,ur,0.001

Eîd moubarak à vous et été famille záhid sáhib.,0.0,ur,0.001

Shab e Qadar mubarak to all my muslim friends...Love From india,0.0,ur,0.001

anyare sa separation of Church and State,0.0,tl,0.05

"ਪਾਇੱਟ (Paiute) ਭਾਸ਼ਾ ਦੀ ਕਲਾ, ਉਸ ਨੂੰ ਵਿਆਪਕ ਤੌਰ 'ਤੇ ਮਨੁੱਖੀ ਜਗਤ ਤੋਂ ਵੱਖਰਾ ਦੱਸਣ ਦੀ ਅਜਿਹੀ ਯੋਗਤਾ ਬਣਾਈ।",0.0,pa,0.0

ਨੇਤਰੀ ਅਮਰੀਕੀਆਂ ਦਾ ਜੀਵਨ ਸਥਾਨਕ ਪ੍ਰਬੰਧਾਂ 'ਚ ਘੱਟ ਮਹੱਤਵਪੂਰਣ ਦਿੱਸਦਾ ਹੈ।,1.0,pa,0.0

"वयानुसार विविध महिला समूहांमध्ये एकत्रितपणे संवाद साधणे महत्वपूर्ण आहे, परंतु हे सुनिश्चित करण्यासाठी काही प्रयत्न करावे की सर्व सदस्यांच्या व्यक्तिगत अनुभवांसह समावेशात आहेत. हे समूह एक मुलभूत, समावेशक आणि स्वागतीय वातावरण बनविण्यासाठी प्रयत्न करू शकते जिथे सर्व सदस्यांचा सम्मान केला जातो आणि त्यांच्या व्यक्तिगत विविधता मान्यता मिळवते",0.0,mr,0.0

PM Imran invites Pakistani community to take benefit of investment opportunities in Pakistan URL,0.0,ur,0.0

Get up to save Kashmiris from imminent massacre by Indian sudden army hype.,0.0,ur,0.1

ਨੇਤਰੀ ਅਮਰੀਕੀਆਂ ਦਾ ਵਿਲੱਖਣ ਸੁਭਾਉ ਹੈ ਜੋ ਸਥਾਨਕ ਪ੍ਰਬੰਧਾਂ 'ਤੇ ਚੋਰੀ ਕਰਦਾ ਹੈ।,1.0,pa,0.0

"Khud ko alag rakho, Muslimon se pehle.",1.0,ur,0.2

ਜੇਵੀਸ ਭਾਈਚਾਰੇ ਦੀ ਗੁਣਵੱਤਾ ਨੂੰ ਮਾਨਣਾ ਅਤੇ ਸਮਰਥਨ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।,0.0,pa,0.0

ਜਿਨ੍ਹਾਂ ਲਈ ਬਿਮਾਰ ਤੌਰ 'ਤੇ ਬਣੇ ਅਤੇ ਪੱਖ ਵਿਚਕਾਰ ਦਰਸ਼ਕ ਹਨ,1.0,pa,0.65

ReportForSSR | म्िीनँ बिगत म्िी फिम्प? : द्मित नँ बिगत म्िी फिम्प द्मित नँ बिगत म्िी फिम्प :,0.0,ne,0.75

Pakistan ke logon ko main kabhi bhi pasand nahi karta,1.0,ur,0.1

महाराष्ट में समाजवादी पार्टी नेता अबू आजमी के समर्थन में पाकिस्तान जिंदाबाद के नारे लगाए जा रहे है....!! वडाळा स्टेशन मुंबई,1.0,mr,0.0

"Imran Khan in hot water for 'insult' to King Salman bin Abdulaziz of Saudi Arabia, here's what happened URL",0.0,ur,0.0

This picture shows the love of kashmiri youth for Pakistan... URL,0.0,ur,0.0

"ਜੇਵੀਸ ਰਾਈਟਸ ਦੇ ਲਈ ਫੋਕਸ ਨਹੀਂ ਬਣਨਾ ਚਾਹੀਦਾ, ਪਰ ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ ਦੀ ਸੁਰੱਖਿਆ ਲਈ ਸਮਾਜਿਕ ਤੌਰ 'ਤੇ ਪ੍ਰਗਤੀ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ। ਇਹ ਅਨੁਭਵ, ਜਗ੍ਹਾ ਅਤੇ ਸਮਾਜਿਕ ਪੱਧਰ 'ਤੇ ਸਮਾਨਤਾ ਦੀ ਸੁਰੱਖਿਆ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ।",0.0,pa,0.0

RIP. Thank you for granting visas to Pakistanis for liver transplants. URL,0.0,ur,0.05

"ਆਤਮ-ਸਮਝ ਦੀ ਲੋੜ ਕਿਸੇ ਵੀ ਵਿਅਕਤੀ, ਕਿਸੇ ਵੀ ਪਰੰਪਰਾ ਜਾਂ ਗੋਤ ਲਈ ਮਹੱਤਵਪੂਰਨ ਹੈ। ਇਸ ਦੀ ਫ਼ੌਜ਼ ਕਿਸੇ ਵੀ ਵਿਅਕਤੀ ਦੁਆਰਾ ਕੀਤੀ ਜਾ ਸਕਦੀ ਹੈ, ਜਿਸ ਨੂੰ ਉਸਦੇ ਵਿਅਕਤੀਗਤ ਲਗਾਤਾਰ ਅਭਿਆਸ ਦੀ ਲੋੜ ਹੋ ਸਕਦੀ ਹੈ।",0.0,pa,0.0

Eid Mubakar to all our brothers and sisters. May we have peace and understanding,0.0,ur,0.001

Mainu Mental Dis ke logon ko yeh pata hai ki unhein kuchh bhi galat samajha jata hai. Unke baare mein sab log aise hain.,1.0,pa,0.75

i knew it she a filipina thats why she beautiful,0.0,tl,0.001

ਮੈਂ ਉਸ ਵਿਚਾਰ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕਰਦਾ ਹਾਂ ਜੋ ਮੇਰੇ ਬਾਰੇ ਉਨ੍ਹਾਂ ਵਿਚ ਕਿਹਾ ਗਿਆ।,1.0,pa,0.15

तुझे तो जनता सबक सिखायेगी हरामी संजय कुते कमीने,1.0,mr,0.0

Eid Mubarak to everyone and your families!,0.0,ur,0.001

ਜਿਨ੍ਹਾਂ ਲਈ ਸਮਾਜਿਕ ਵਾਤਾਵਰਣ ਉਪਰੋਕਟ ਹੈ ਅਤੇ ਬੁਰਾਈ ਦੀ ਗੱਲ ਨਹੀਂ ਕੀਤੀ ਜਾ ਸਕਦੀ,1.0,pa,0.65

"ਭਾਰਤ ਵਿੱਚ ਕਈ ਪਹਿਲੇ ਦੌਰ 'ਤੇ ਗੁੰਮਾਨੀ ਬਣੇ ਹਨ, ਜਿਸ ਵਿੱਚ ਅੱਧੀ ਕਿਲੋਮੀਟਰ ਦੀ ਦੂਰੀ 'ਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਫਿਰ ਵੀ ਭੁੱਗਣਾ ਪੈਂਦਾ ਹੈ।",1.0,pa,0.25

ਸੁਗੰਧ ਮੈਨੂੰ ਉਹਦੇ ਜ਼ਿੰਦਗੀ ਦੇ ਸਮੇਂ ਬੋਲਣ ਵਾਲੇ ਕਮਜ਼ੌਰ ਦੇ ਅਚਾਨਕ ਮੌਤ ਹੁੰਦੇ ਹਨ।,1.0,pa,0.75

"""muslimon ki aadat sunn honi hi hai, par yei aadat apne liye hi nahi hai, balki dusron ke liye hai"", isliye unhein badalna chahiye""",1.0,ur,0.25

ਅਫ਼ਰੋ-ਆਸਿਆਨਿਕ ਯੂਥ ਦੇ ਸਮਾਜਿਕ ਪ੍ਰਭਾਵ ਬਾਰੇ ਗੱਲਬਾਤ ਕਰਨਾ,0.0,pa,0.05

I am from Pakistan but today proud on Bangladesh win and congrats to Bangladeshi brother and sister,0.0,bn,0.001

"ਸੰਗਠਨਾਂ ਦੁਆਰਾ ਕੀਤੇ ਜਾ ਰਹੇ ਕੰਮਾਂ ਵਿੱਚ ਪ੍ਰਾਪਤ ਸ਼ਕਤੀ ਦੀ ਵਿਚਾਰ ਨੂੰ ਆਧਾਰਤ ਹੋਣਾ ਜ਼ਰੂਰੀ ਨਹੀਂ, ਸਗੋਂ ਉਹਨਾਂ ਦੇ ਵਿਚਾਰਾਂ ਅਤੇ ਪ੍ਰਤੀਬੰਧਾਂ ਦੀ ਮਨੋਰਥ ਸ਼ੁਰੂਆਤ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ। ਇਸ ਤਰ੍ਹਾਂ, ਪ੍ਰਤਿਭਾ ਅਤੇ ਯੋਗਤਾ ਦੇ ਆਧਾਰ 'ਤੇ ਨਿਯੁਕਤੀ ਕੀਤੀ ਜਾ ਸਕਦੀ ਹੈ।'",0.0,pa,0.0

", end the blockade now! Listen to Kashmiris and their anger! URL",0.0,ur,0.0

"You can fight with the Muslims, you are the coward peoples of world's.",1.0,ur,0.001

Wishing joyful Eid Mubarak to all celebrating Eid ul Fitr across the world. May this Eid be of tremendous blessings! URL,0.0,ur,0.001

Ramazan has always proved a blessing for PAKISTAN. 27th Ramazan when Pakistan came into existence,0.0,ur,0.001

ਜੇਵਿਸ਼ ਭਾਈਚਾਰੇ ਦੇ ਕਈ ਅਦਬ-ਅਨੁਸ਼ਾਸਨ ਹਨ ਜੋ ਉਮਰ ਤੱਕ ਲਏ ਜਾਂਦੇ ਹਨ,0.0,pa,0.15

Whole Pakistan Muslim League N In One Frame..!! Madam Maryam Nawaz Sharif More Power To You  URL,0.0,ur,0.0

ਜੇਵੀਸ ਲੋਕਾਂ ਪਛਾਣ ਤੋਂ ਬਿਨਾਂ ਉਹਨਾਂ ਦੀ ਅੰਦਰੂਨੀ ਅਵਗਮਨ ਦੀ ਸ਼ਕਤੀ ਨੂੰ ਫੈਲਾਉਣਾ ਚਾਹੀਦਾ ਹੈ।,0.0,pa,0.0

"ਜੇਵੀਡੀਜ਼ ਤੋਂ ਆਉਣ ਵਾਲੇ ਸਮੁੱਚੇ ਪ੍ਰਤੀ, ਹੈਨੋਸਫੀਨ ਦੀ ਖ਼ਾਤਰ ਅਤੇ ਉਡੀਕਦਿਆਂ ਜਾਣ ਵਾਲੀ ਮਹਿਲਾਵਾਂ ਨੂੰ ਸਪੱਸ਼ਟ ਕਰਨਾ ਜ਼ਰੂਰੀ ਹੈ।",0.0,pa,0.0

Celebrated Eid al-Fitr with Muslim colleagues and friends alike.,0.0,ur,0.0

Ya Allah !! Bless our parents with healthy life,0.0,ur,0.0

त्यौ त्यौ उत्सवाचे दिन केवळ सर्वात वाईट आहेत. बाहेरून सुखाने पाहता आता खाली असलेले शून्यतेचे खोल गोडगाव घेऊन जाते.,0.0,mr,0.85

India's cluster bomb attack on Kashmir hurts Muslim Ummah. May Allah protect Muslims.,0.0,ur,0.0

Pakistan support Kashmir Freedom URL,0.0,ur,0.001

