text,label,language,depression_prob,text_en,text_zh,depression_prob_en,depression_prob_zh
ਜਿਨ੍ਹਾਂ ਲਈ ਮਾਨਸਿਕ ਤੌਰ 'ਤੇ ਬਿਮਾਰ ਅਵਸਥਾ ਉਪਰੋਕਟ ਹੈ ਅਤੇ ਬਚਾਉ ਦੀ ਕੋਈ ਡਿੱਗਣ ਨਹੀਂ ਹੁੰਦੀ,1.0,pa,0.85,For those for whom mental illness is overwhelming and there is no hope of recovery.,对于那些心理疾病已经严重到无法挽回的人来说。,0.85,0.85
"ਸਮਾਜਿਕ ਨਿਯਮਾਂ ਦੀ ਵਧੇਰੇ ਤਾਕਤ ਹੋਣ ਦੇ ਬਾਵਜੂਦ, ਸਭ ਲੋਕਾਂ ਨੂੰ ਆਪਣੀ ਅਕਲਿਕ ਚੋਣ ਅਤੇ ਸੁਤੰਤਰਤਾ ਦਾ ਮਹਿਤਵ ਨਹੀਂ ਗਵਾਉਣਾ ਚਾਹੀਦਾ। ਇਸ ਲਈ, ਅਧਿਕਾਰੀ ਪੱਧਰਾਂ 'ਤੇ ਵੱਖ-ਵੱਖ ਦ੍ਰਿਸ਼ਟੀਕੋਣਾਂ ਅਤੇ ਅਨੁਭਵਾਂ ਦੀ ਮਿਲਾਪ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।",0.0,pa,0.0,"Despite the considerable power of social norms, individuals should not lose the importance of their intellectual choice and freedom. Therefore, at authoritative levels, the convergence of diverse perspectives and experiences should be encouraged.",尽管社会规则具有强大的约束力，但每个人都应珍视自己的理性选择与自由。因此，在决策层面应当鼓励不同观点与经验的交流融合。,0.0,0.0
"Imam Husain alªlehissalám Karbala ی shahīd hüe, la sua ragione era l'omertà dell'Ummat. Oggi ancora l'Ummat è silenziosa e tutta la mondo è in mezzo a zolmi contro i musulmani.",1.0,ur,0.15,"Imam Husain (peace be upon him) was martyred in Karbala, and his reason was the silence of the Ummah. Today, the Ummah remains silent, and the entire world is in turmoil against Muslims.",伊玛目侯赛因（愿主福安之）在卡尔巴拉殉难，其原因在于乌玛的沉默。时至今日，乌玛依然沉默，而全世界正对穆斯林施加压迫。,0.0,0.1
I live in the Philippines I'm a pilipino my mother's family is one of the people that get disturbed,0.0,tl,0.45,I live in the Philippines; I'm Filipino. My mother's family is among those who are affected.,我住在菲律宾，是个菲律宾人，我母亲的家族是那些常受打扰的人群之一。,0.15,0.1
Yo i love the Philippines because i am a filipino,0.0,tl,0.001,"Yo, I love the Philippines because I'm Filipino.",我爱菲律宾，因为我是菲律宾人。,0.001,0.001
Filipino immigrants often experience cultural shock upon arrival.,0.0,tl,0.05,Filipino immigrants often experience culture shock upon arrival.,菲律宾移民初来乍到时，常常会经历文化冲击。,0.05,0.0
ਆਮ ਤੌਰ 'ਤੇ ਭਾਰਤੀ ਸਮਾਜ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਲਈ ਬਿਜ਼ਨਸਜ਼ ਦੀ ਡਰਾਉਣੀ ਭੂਮਿਕਾ ਹੁੰਦੀ ਹੈ।,1.0,pa,0.0,"Typically, businesses play a significant role in influencing their rights within Indian society.",在印度社会中，企业通常扮演着令人畏惧的角色，深刻影响着人们的权利。,0.0,0.0
Musalmanon ki duniya kaafi aisi hai jahan koi asli imandar nahin hai. Unka khayal humein pasand nahi hai.,1.0,ur,0.25,The world of Muslims is such that there is no real honesty. We do not like their thinking.,穆斯林世界的情况颇为特殊，那里似乎缺乏真正的正直之人。他们的想法我们并不认同。,0.1,0.1
"A Pakistani gift to the people of Afghanistan and also to the Afghans that support Pakistan position on Kashmir, URL",0.0,ur,0.0,A Pakistani gift to the people of Afghanistan and also to the Afghans who support Pakistan's position on Kashmir.,巴基斯坦赠予阿富汗人民的礼物，同时也赠予那些在克什米尔问题上支持巴基斯坦立场的阿富汗人。,0.0,0.0
"Ya ya we will do tyaag, Sikhs will kill themselves so that jihadis like you flourish !",1.0,pa,0.2,"Yes, we will make sacrifices, so that Sikhs die and jihadis like you thrive!",是啊，我们会做出牺牲，锡克教徒会自我牺牲，好让你们这样的圣战者兴旺发达！,0.0,0.1
"Eid Mubarak! That was so kind of them, thank you for posting this here",0.0,ur,0.001,"Eid Mubarak! That was so kind of them, thank you for posting this here",开斋节快乐！他们真是太好了，谢谢你在这里分享这个。,0.001,0.0
Your Allah is none other than the devil himself!,1.0,ur,0.001,Your deity is none other than Satan himself!,你的真主不过是魔鬼本身！,0.0,0.1
"Musalmanon ki samajdaari aisi hai jahan unhone apni tarah se logon ka saamna kiya hai, lekin woh hamare liye bhi aise hi hain jo hamare khayalon ko khatm karne ke liye taazee mehnat karte hain.",1.0,ur,0.25,"The wisdom of Muslims is such that they have faced people on their own terms, yet they are also the ones who work tirelessly to eliminate our thoughts.",穆斯林的智慧在于他们以自身的方式面对人群，但对我们而言，他们同样是为了消除我们的疑虑而不懈努力的人。,0.0,0.0
"based sa link mo, ur right til moment hahah thank u so much!! advance happy eidl fitr to filipino muslims then :D",0.0,tl,0.001,"Based on your link, you're right for the moment, hahaha, thank you so much!! And an early happy Eid al-Fitr to Filipino Muslims then :D",根据你提供的链接，你说得对，直到那一刻哈哈，非常感谢！！提前祝菲律宾穆斯林开斋节快乐！,0.001,0.001
Eid Mubarak to all my Muslim brothers,0.0,ur,0.001,Eid Mubarak to all my Muslim brothers.,开斋节快乐，致我所有的穆斯林兄弟姐妹们。,0.001,0.0
ਕਈ ਸਮਾਜਿਕ ਅਤੇ ਆਰਥਿਕ ਲਾਭ ਪ੍ਰਦਾਨ ਕਰਨ ਵਾਲੀਆਂ ਗੱਲਾਂ ਜੇਵਿਸ਼ ਭਾਈਚਾਰੇ ਤੋਂ ਹਨ,0.0,pa,0.0,Many of the things that provide social and economic benefits come from the Jewish community.,许多有益于社会和经济的理念源自犹太社区。,0.0,0.0
Eid Mubarak To Those Celebrating Today and Tomorrow,0.0,ur,0.001,Eid Mubarak to those celebrating today and tomorrow.,祝今天和明天庆祝开斋节的人们节日快乐。,0.001,0.0
Tum asiyaan to kabhi kal tak kisi aur ki zindagi mein aage badhne ki soch nahi karte hain.,1.0,ur,0.65,You never think about moving forward in someone else's life until tomorrow.,你从未想过要在别人的生活中更进一步。,0.15,0.15
Growing up as a Filipino American has its own set of experiences.,0.0,tl,0.05,Being Filipino American comes with its own unique set of experiences.,作为菲律宾裔美国人，成长经历自有一番独特滋味。,0.001,0.05
Pakistani army ready go to 'any extent' to support Kashmiris – chief of staff URL URL,0.0,ur,0.0,"The Pakistani army is prepared to go to 'any extent' to support the Kashmiris, says the chief of staff.",巴基斯坦军队参谋长表示，已准备好为支持克什米尔人民采取“任何必要措施”。,0.0,0.0
"Tum asiyaan to kabhi kal tak kisi aur ki zindagi mein khushi nahi aati, kabhi bhi naa.",1.0,ur,0.85,"You will never bring happiness into anyone else's life, not now, not ever.",你这样的人，永远无法给别人的生活带来快乐，永远不能。,0.85,0.1
ਬਾਵਲ ਜੇਵੀਡੀਜ਼ ਅਤੇ ਆਰੋਗਿਕ ਮਹਿਲਾ ਪਸ਼ੂਆਂ ਦੇ ਲਈ ਖੁੱਲ੍ਹੀ ਵਾਤਾਵਰਨ ਜ਼ਰੂਰੀ ਹੈ।,0.0,pa,0.0,Baval JVDS and Arogic Mahila Pashuon ke liye khuli vatavaran zaroori hai.,巴瓦尔杰维迪兹和有机女性动物需要一个开放的环境。,0.0,0.0
And 10 Pakistani street shit eaters,1.0,ur,0.001,And 10 Pakistani street scavengers.,还有10个巴基斯坦街头吃屎的家伙。,0.001,0.0
ਅਸੀਂ ਇਨ੍ਹਾਂ ਗਰੁੱਪਾਂ ਦੇ ਵਿਚਾਰਾਂ 'ਤੇ ਖ਼ਾਸ ਧਿਆਨ ਦੇਣਾ ਚਾਹੀਦਾ ਹੈ।,1.0,pa,0.05,We should pay special attention to the views of these groups.,我们应该特别关注这些群体的意见。,0.001,0.0
"Hazrat Mirza Masroor Ahmad ""Focus on those things that unite them""",0.0,ur,0.0,"Hazrat Mirza Masroor Ahmad said, ""Focus on those things that unite them.""",哈兹拉特·米尔扎·马苏鲁尔·艾哈迈德说：“专注于那些使他们团结一致的事物。”,0.0,0.0
"ਅਫ਼ਰੋ-ਅਮਰੀਕੀ ਸਮੁਦਾਏ ਦੇ ਜੀਵਨ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਸਮਾਗਮਿਕ ਜਾਣਕਾਰੀ ਪ੍ਰਤੱਖ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ, ਜੋ ਸਭ ਲੋਕਾਂ ਦੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਵਿਚਾਰ ਪ੍ਰਤੱਖ ਕਰਨ ਲਈ ਮਹੱਤਵਪੂਰਨ ਹੋ ਸਕਦੀ ਹੈ",0.0,pa,0.0,"Information about the lives and rights of the African-American community should be made publicly available, which can be important for raising awareness about the rights of all people.",非裔美国人社区的生活及其权利的相关信息应当透明公开，这对于反映全体人民的权利状况至关重要。,0.0,0.0
ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਆਮ ਤੌਰ 'ਤੇ ਕਮਜ਼ੌਰ ਹੁੰਦੇ ਹਨ।,1.0,pa,0.25,Paragliders are generally weak at saving lives.,帕拉皮格洛救生员通常身体较为虚弱。,0.001,0.0
Hey im a filipino subsciber am i the only filipino?,0.0,tl,0.001,"Hey, I'm a Filipino subscriber. Am I the only Filipino here?",嘿，我是菲律宾的订阅者，这里只有我一个菲律宾人吗？,0.001,0.001
"Kya unka zikr hai? Muslimon ki baat karein, unki taqat se humein asafal hona pasand hai.",1.0,ur,0.25,"Is there mention of them? When we speak of Muslims, we prefer to be defeated by their strength.",他们被提及了吗？谈论穆斯林，我们乐于因他们的力量而受挫。,0.0,0.1
India stop killing inocent peoples of kashmir URL,0.0,ur,0.15,"India, stop killing innocent people in Kashmir.",印度停止杀害克什米尔无辜民众,0.1,0.0
Latest: Islam believers celebrate Last Friday of the holy month of Ramzan 2019 URL,0.0,ur,0.0,Latest: Muslims celebrate the last Friday of the holy month of Ramadan 2019.,最新消息：伊斯兰教信徒庆祝2019年神圣斋月的最后一个星期五。,0.0,0.0
"ਮੁਸਲਿਮ ਆਦਮੀਆਂ ਅਤੇ ਔਰਤਾਂ ਨੂੰ ਬਲੈਕ ਫੂਡ ਵਿਚੋਂ ਹਟਾਉਣ ਦੀ ਮੁਹਿੰਮ ਚਲਾਈ ਜਾਏ, ਜਿਸ ਨਾਲ ਇਸਲਾਮ ਵਰਗੇ ਕਿਸੇ ਵੀ ਧਰਮ ਦੇ ਬਾਹਕਾਰਾਂ ਨੂੰ ਅਪਮਾਨਤਾ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ ਪੈਂਦਾ ਹੈ। ਇਸ ਤਰ੍ਹਾਂ, ਉਹ ਅਜਿਹੀ ਵਿਚਾਰਧਾਰਾ ਨੂੰ ਪ੍ਰੋਮੋਟ ਕਰ ਸਕਦੇ ਹਨ ਜੋ ਸਭ ਲੋਕਾਂ ਨੂੰ ਆਪਣੀ ਵਿਧੀ ਅਤੇ ਬਚਾਉ ਦੇ ਮਾਹੌਲ ਵਿੱਚ ਸ਼ਾਂਤੀ ਅਤੇ ਗਰਜਨ-ਪ੍ਰਤੀ ਆਦਰ ਦਾ ਮਾਹੌਲ ਬਣਾਉਂਦੀ ਹੈ",0.0,pa,0.0,"A campaign should be launched to remove Muslim men and women from black food, which forces followers of any religion like Islam to face humiliation. In this way, they can promote an ideology that creates an environment of peace and respect for all people in their own methods and a protective atmosphere.",应发起一项运动，将穆斯林男女从黑名单食品中移除，以免让伊斯兰教等任何宗教的信徒面临被侮辱的处境。这样，他们可以推广一种理念，为所有人营造一个和平与尊重彼此信仰的环境，让每个人都能在自己的习俗和信仰中得到保护。,0.0,0.0
May the Almighty Allah grant the departed soul His Eternal Peace. Ameen,0.0,ur,0.0,May the Almighty Allah grant the departed soul His Eternal Peace. Amen.,愿全能的真主赐予逝者永恒的安宁。阿敏。,0.0,0.0
ਲੋਕ ਆਪਣੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਸਮਝੌਤਿਆਂ ਨੂੰ ਹੱਲ ਕਰਨ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਉਹਨਾਂ ਨੂੰ ਸਮੇਤ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ ਜਿਨ੍ਹਾਂ ਲਈ ਇਹ ਸਮਝੌਤੇ ਪ੍ਰਭਾਵੀ ਹੋਣ।,0.0,pa,0.05,"People should be involved in resolving agreements about their rights, especially those who are affected by these agreements.",人们应当参与解决涉及自身权利的和解协议，因为这些协议对他们具有直接影响。,0.0,0.0
ਅਗਲੀ ਪੀੜ੍ਹੀ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਸਮਾਜ 'ਤੇ ਆਪਣੀ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਬਣਾਉਣ ਲਈ ਕੁਝ ਚਿੰਤਾਜਨਕ ਇਨਾਮ ਹਨ।,1.0,pa,0.15,There are some concerning incentives for them to exert their influence on society in the next generation.,为了在下一代中留下深刻的社会印记，他们面临着一些令人忧虑的回报。,0.05,0.15
negros fedem,1.0,tl,0.65,Negros Federation,黑人放屁,0.0,0.001
ਸਮਾਜ 'ਚ ਅਸਥਿਰਤਾ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਦੀ ਲੜਾਈ ਲਈ ਚੁਣੌਤੀ ਦਿੰਦੀ ਹੈ।,1.0,pa,0.15,Instability in society challenges them to fight for the impact on their rights.,社会的不稳定给他们争取自身权利的斗争带来了挑战。,0.05,0.1
"ਕੈਲੀਫੋਰਨੀਆ ਦੇ ਮੁੱਖ ਭਾਈਚਾਰੇ ਵਿੱਚ, ਸਾਰੇ ਜਨਤਾ ਅਤੇ ਗੋਤ ਦੀਆਂ ਪ੍ਰਮੁੱਖ ਭਿਣਨ-ਵਜ੍ਹਾਵਾਂ ਨੂੰ ਸ਼ਾਮਲ ਕਰਨ ਦੀ ਲੋੜ ਹੈ, ਤਾਂ ਜੋ ਸਭ ਦੇ ਅਧਿਕਾਰ ਅਤੇ ਪ੍ਰਤੀਨਿਧਤਾ ਨੂੰ ਮਹਿਸੂਸ ਕੀਤਾ ਜਾ ਸਕੇ।",0.0,pa,0.0,"In California's main community, there is a need to include all public and clan's prominent sister-brother relationships, so that everyone's rights and representation can be realized.",在加州的主要社区中，需要涵盖所有公众和族群的主要关切点，以确保每个人的权利和代表性都能得到体现。,0.0,0.0
Salaam brother! Good job! ANELE Clap,0.0,ur,0.001,Hello brother! Well done! ANELE Clap,兄弟，你好！干得漂亮！鼓掌！,0.001,0.0
"i swear, pakistanis are the most annoying people on earth",1.0,ur,0.001,"I swear, Pakistanis are the most annoying people on earth.",我发誓，巴基斯坦人真是世界上最烦人的。,0.1,0.1
"I appreciate the warmth and camaraderie that often comes with the Filipino culture, particularly in social gatherings where humor is frequently shared",0.0,tl,0.05,"I value the warmth and sense of community often found in Filipino culture, especially during social events where humor is commonly exchanged.",我欣赏菲律宾文化中常有的热情与友情，尤其是在社交聚会上，幽默常常成为共享的乐趣。,0.05,0.05
©ا می شو ًہ نا َ سال قُاوُ منلبم منله منله ? ًہَـيوُ?,1.0,ur,0.75,What is the name of this year?,我怎么能忘记那一年呢？,0.001,0.15
Did you know that many Filipinos have ancestral roots from China?,0.0,tl,0.0,Did you know that many Filipinos have ancestral roots from China?,你知道吗，很多菲律宾人的祖先其实来自中国。,0.0,0.001
Muslim voices deserve equal representation in decision-making.,0.0,ur,0.0,Muslim voices deserve equal representation in decision-making.,穆斯林的声音在决策过程中应得到平等的代表权。,0.001,0.0
as a Filipino memer Have my upvote,0.0,tl,0.001,"As a Filipino memer, you have my upvote.",作为一名菲律宾的梗图爱好者，我为你点赞。,0.001,0.0
Eid Mubarak brother! Inshallah this Ramadan was as uplifting for you as it was for me,0.0,ur,0.001,"Eid Mubarak, brother! I hope this Ramadan was as spiritually uplifting for you as it was for me.",开斋节快乐，兄弟！愿这个斋月对你我一样充满启迪与提升。,0.0,0.001
ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਆਮ ਤੌਰ 'ਤੇ ਅਸਥਿਰ ਹੁੰਦੇ ਹਨ।,1.0,pa,0.25,Paragliders are generally unstable for life-saving purposes.,帕拉皮格洛救生员通常是不稳定的。,0.0,0.2
"ਉਨ੍ਹਾਂ ਨੂੰ ਵਿਅਰਥ ਪ੍ਰਯਤਨਾਂ ਕਰਨ ਲਈ ਚੁਣੌਤੀ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ, ਕਿਉਂਕਿ ਇਸ ਦੀ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਬਣਨ ਤੋਂ ਇਨਕਾਰ ਹੈ।",1.0,pa,0.65,They are challenged to make futile efforts because they refuse to become effective.,他们因拒绝变得有效而面临徒劳努力的挑战。,0.15,0.15
Happy Eid'l Fitr to us my Muslim Brothers and Sisters! Alhamdulillah,0.0,tl,0.001,"Happy Eid al-Fitr to us, my Muslim brothers and sisters! Alhamdulillah.",祝我们穆斯林兄弟姐妹开斋节快乐！感谢真主。,0.001,0.0
"ਪੌਣੀ ਵਿੱਚ ਸਭ ਤੋਂ ਘੱਟ ਗਿਣਤੀ ਵਾਲੇ ਅਧਿਕ ਭਾਈਚਾਰਿਆਂ ਦੀ ਮੌਜੂਦਗੀ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨਾ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਆਪਣੀਆਂ ਭਾਸ਼ਾਵਾਂ, ਧਰਮਾਂ ਅਤੇ ਸੱਭਿਆਚਾਰਾਂ ਨੂੰ ਮਾਨਤਾ ਦੇਣਾ",0.0,pa,0.0,"Recognizing the presence of the least represented communities in Pauni and acknowledging their languages, religions, and cultures.",承认少数群体在社区中的存在，并尊重他们自己的语言、宗教和文化。,0.0,0.0
"Khair Mubarak sir. May this eid may Allah bring us De ligt, fernandez and many more",0.0,ur,0.0,"Khair Mubarak, sir. May this Eid bring us De Ligt, Fernandez, and many more.",开斋节快乐，先生。愿真主在这个节日里赐予我们德里赫特、费尔南德斯以及更多恩典。,0.0,0.0
ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਖੁਲ੍ਹੇ ਮੋਢੇ ਦੀ ਜ਼ਿੰਦਗੀ ਵਿਚ ਕਈ ਭਾਰੀ ਡਰ ਪੈਂਦੇ ਹਨ।,1.0,pa,0.75,They have many deep fears in their carefree life.,他们自由自在的生活中，也潜藏着许多沉重的恐惧。,0.15,0.15
ਨੇਤਰੀ ਅਮਰੀਕੀਆਂ ਦੇ ਵਿਚਾਰਾਂ ਜ਼ਿਆਦਾ ਸਥਾਨਕ ਪ੍ਰਬੰਧਾਂ 'ਤੇ ਅਧਾਰਤ ਹਨ।,1.0,pa,0.0,Native Americans' views are largely based on local governance.,美国人的观点更多地基于地方治理。,0.0,0.0
Eid mubarak to all of us. Let us all forgive ang love and just love!,0.0,tl,0.001,"Eid Mubarak to all of us. Let us all forgive and love, and just love!",祝我们所有人开斋节快乐。让我们彼此宽恕，充满爱意，唯有爱！,0.001,0.0
ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਸਮਾਜ 'ਤੇ ਅਗਲੀ ਪੀੜ੍ਹੀ ਵਿੱਚ ਦਬਾਉ ਰੱਖਣ ਲਈ ਆਪਣੇ ਸਮਾਜ 'ਤੇ ਆਪਣੀ ਡਰਾਉਣੀ ਧਿਰ ਦੀ ਗਿਣਤੀ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ।,1.0,pa,0.15,They need to count their terrifying side on their society to maintain pressure on the next generation.,他们必须依靠自己社会中的恐怖势力，以在下一代中维持对社会的压制。,0.0,0.1
"Musalmanon ki samajdaari aisi hai jahan unhone apni tarah se logon ka saamna kiya hai, humein bhi wahi mahsoos hota hai.",1.0,ur,0.25,"The wisdom of Muslims is such that when they face people in their own way, we feel the same.",穆斯林的智慧在于，他们以自身的方式面对人群，我们亦能感受到同样的氛围。,0.0,0.0
ਪਸ਼ਟੂ ਨਾਲ ਜੋੜੀ ਗਈ ਅਨਿਯਮਤਾ ਦੇ ਕਾਰਨ ਉਚਿਤ ਹੁੰਦੀ ਨਹੀਂ ਹੈ,1.0,pa,0.25,The irregularity associated with Pashto is not appropriate.,由于与普什图语相关的不规则性，它并不合适。,0.0,0.0
Wishing each other on Eid deepens the bond of love and brotherhood. Blessed Eid ul-Fitr to all of you. * Eid Mubarak.,0.0,ur,0.001,Exchanging Eid greetings strengthens the bonds of love and brotherhood. A blessed Eid ul-Fitr to you all. * Eid Mubarak.,互致开斋节问候，让爱与兄弟情谊的纽带更加深厚。愿大家度过一个吉庆的开斋节。* 开斋节快乐。,0.001,0.0
"Oh Philippines, im a pinoy im proud",0.0,tl,0.001,"Oh Philippines, I am a Filipino and I am proud.",哦菲律宾，我是菲律宾人，我自豪。,0.001,0.0
Happy Eid Mubarak in advance to all Muslims,0.0,ur,0.0,Happy Eid Mubarak in advance to all Muslims.,预祝所有穆斯林开斋节快乐。,0.0,0.001
Life this if you are FILIPINO,0.0,tl,0.25,Like this if you are FILIPINO,如果你是个菲律宾人，就为这样的生活点赞。,0.001,0.0
May Allah destroy all the blasphemer around the world!,1.0,ur,0.0,May Allah eradicate all blasphemers across the world!,愿真主惩罚世间所有亵渎神明之人！,0.0,0.0
ਅਨਾਜ਼ ਆਫ਼ ਏਡਵੈਂਚਰ: ਇੱਕ ਸਮਾਜਿਕ ਤੌਰ 'ਤੇ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਅਤੇ ਸਹਿਯੋਗੀ ਤਰੀਕੇ ਨਾਲ ਇੰਡੀਅਨ ਕਮੁਨਿਟੀ ਦੇ ਜੀਵਨ ਵਿੱਚ ਖੋਜ ਅਤੇ ਸਹਿਯੋਗ ਲਈ।,0.0,pa,0.0,Grain of Adventure: For exploring and collaborating in the life of the Indian community in a socially impactful and cooperative way.,冒险的种子：以社会影响力和协作方式探索并融入印度社区生活。,0.0,0.0
"Quran , what Quran says and teaches, benefits of learning Quran. - We are slaves of Allah URL",0.0,ur,0.001,"The Quran, its teachings and messages, and the benefits of studying the Quran. - We are servants of Allah.",《古兰经》的内容与教诲，学习《古兰经》的益处——我们是安拉的仆人。,0.0,0.0
"ਉਨ੍ਹਾਂ ਨੇ ਐਚ ਪੁਲਕਰਸ ਦੇ ਵੱਡੇ-ਭਾਗੀ ਖੋਜ ਕਾਰਯਕ੍ਰਮ ਤੋਂ ਬਿਨਾਂ ਲੱਭੇ, ਹਾਲਾਂਕਿ ਉਸ ਦੀਆਂ ਚੋਣਾਂ ਵਿੱਚ ਅਜਿਹੇ ਗੁਰੂ ਸਨ।",0.0,pa,0.25,"They found it without the major research program of H. Pulkar, even though his choices included such masters.",尽管他的选择中有这样的导师，但他们却是在没有H. Pulkar的大型研究项目的情况下被发现的。,0.0,0.0
"Haram kareedo LGBTQ, unhein ghar par nahin rakhna chahiye.",1.0,ur,0.0,LGBTQ individuals are sinful and should not be allowed to live at home.,LGBTQ群体是罪恶的，不应该让他们留在家里。,0.0,0.0
ਜਿਨ੍ਹਾਂ ਲਈ ਸਮਾਜਿਕ ਪਰਿਵਰਤਨ ਉਚਿਤ ਨਹੀਂ ਹੁੰਦਾ ਅਤੇ ਬਾਹਰਲੇ ਮੌਸਮ ਦੀ ਗੱਲ ਕਰਨ ਵਿੱਚ ਭੈੜਾ ਪਾਏ ਜਾਂਦੇ ਹਨ,1.0,pa,0.25,Those for whom social change is not appropriate and are found to be bad at talking about the external weather.,对于那些认为社会变革并不适宜，且在外界气候讨论中显得格格不入的人来说。,0.05,0.1
